species,Island_Endemicity,Flight_Ability
Elaenia_fallax,yes,1
Elaenia_flavogaster,no,1
Elaenia_frantzii,no,1
Elaenia_gigas,no,1
Elaenia_martinica,no,1
Elaenia_mesoleuca,no,1
Elaenia_obscura,no,1
Elaenia_pallatangae,no,1
Elaenia_parvirostris,no,1
Elaenia_pelzelni,no,1
Elaenia_ridleyana,yes,1
Elaenia_ruficeps,no,1
Elaenia_spectabilis,no,1
Elaenia_strepera,no,1
Empidonax_affinis,no,1
Empidonax_albigularis,no,1
Empidonax_alnorum,no,1
Empidonax_atriceps,no,1
Empidonax_difficilis,no,1
Empidonax_flavescens,no,1
Empidonax_flaviventris,no,1
Empidonax_fulvifrons,no,1
Empidonax_hammondii,no,1
Empidonax_minimus,no,1
Empidonax_oberholseri,no,1
Empidonax_occidentalis,no,1
Empidonax_traillii,no,1
Empidonax_virescens,no,1
Empidonax_wrightii,no,1
Empidonomus_aurantioatrocristatus,no,1
Empidonomus_varius,no,1
Euscarthmus_meloryphus,no,1
Euscarthmus_rufomarginatus,no,1
Fluvicola_albiventer,no,1
Fluvicola_nengeta,no,1
Fluvicola_pica,no,1
Gubernetes_yetapa,no,1
Hemitriccus_cinnamomeipectus,no,1
Hemitriccus_diops,no,1
Hemitriccus_flammulatus,no,1
Hemitriccus_furcatus,no,1
Hemitriccus_granadensis,no,1
Hemitriccus_griseipectus,no,1
Hemitriccus_inornatus,no,1
Hemitriccus_iohannis,no,1
Hemitriccus_josephinae,no,1
Hemitriccus_kaempferi,no,1
Hemitriccus_margaritaceiventer,no,1
Hemitriccus_minimus,no,1
Hemitriccus_minor,no,1
Hemitriccus_mirandae,no,1
Hemitriccus_nidipendulus,no,1
Hemitriccus_obsoletus,no,1
Hemitriccus_orbitatus,no,1
Hemitriccus_rufigularis,no,1
Hemitriccus_spodiops,no,1
Hemitriccus_striaticollis,no,1
Hemitriccus_zosterops,no,1
Hirundinea_ferruginea,no,1
Hymenops_perspicillatus,no,1
Inezia_caudata,no,1
Inezia_inornata,no,1
Inezia_subflava,no,1
Inezia_tenuirostris,no,1
Knipolegus_aterrimus,no,1
Knipolegus_cyanirostris,no,1
Knipolegus_franciscanus,no,1
Knipolegus_hudsoni,no,1
Knipolegus_lophotes,no,1
Knipolegus_nigerrimus,no,1
Knipolegus_orenocensis,no,1
Knipolegus_poecilocercus,no,1
Knipolegus_poecilurus,no,1
Knipolegus_signatus,no,1
Knipolegus_striaticeps,no,1
Lathrotriccus_euleri,no,1
Lathrotriccus_griseipectus,no,1
Legatus_leucophaius,no,1
Leptopogon_amaurocephalus,no,1
Leptopogon_rufipectus,no,1
Leptopogon_superciliaris,no,1
Leptopogon_taczanowskii,no,1
Lessonia_oreas,no,1
Lessonia_rufa,no,1
Lophotriccus_eulophotes,no,1
Lophotriccus_galeatus,no,1
Lophotriccus_pileatus,no,1
Lophotriccus_vitiosus,no,1
Machetornis_rixosa,no,1
Mecocerculus_calopterus,no,1
Mecocerculus_hellmayri,no,1
Mecocerculus_leucophrys,no,1
Mecocerculus_minor,no,1
Mecocerculus_poecilocercus,no,1
Mecocerculus_stictopterus,no,1
Megarynchus_pitangua,no,1
Mionectes_macconnelli,no,1
Mionectes_oleagineus,no,1
Mionectes_olivaceus,no,1
Mionectes_rufiventris,no,1
Mionectes_striaticollis,no,1
Mitrephanes_olivaceus,no,1
Mitrephanes_phaeocercus,no,1
Muscigralla_brevicauda,no,1
Muscipipra_vetula,no,1
Muscisaxicola_albifrons,no,1
Muscisaxicola_albilora,no,1
Muscisaxicola_alpinus,no,1
Muscisaxicola_capistratus,no,1
Muscisaxicola_cinereus,no,1
Muscisaxicola_flavinucha,no,1
Muscisaxicola_fluviatilis,no,1
Muscisaxicola_frontalis,no,1
Muscisaxicola_griseus,no,1
Muscisaxicola_juninensis,no,1
Muscisaxicola_maclovianus,no,1
Muscisaxicola_maculirostris,no,1
Muscisaxicola_rufivertex,no,1
Myiarchus_antillarum,yes,1
Myiarchus_apicalis,no,1
Myiarchus_barbirostris,yes,1
Myiarchus_cephalotes,no,1
Myiarchus_cinerascens,no,1
Myiarchus_crinitus,no,1
Myiarchus_ferox,no,1
Myiarchus_magnirostris,yes,1
Myiarchus_nugator,yes,1
Myiarchus_nuttingi,no,1
Myiarchus_oberi,yes,1
Myiarchus_panamensis,no,1
Myiarchus_phaeocephalus,no,1
Myiarchus_sagrae,yes,1
Myiarchus_semirufus,no,1
Myiarchus_stolidus,yes,1
Myiarchus_swainsoni,no,1
Myiarchus_tuberculifer,no,1
Myiarchus_tyrannulus,no,1
Myiarchus_validus,yes,1
Myiarchus_venezuelensis,no,1
Myiarchus_yucatanensis,no,1
Myiobius_atricaudus,no,1
Myiobius_barbatus,no,1
Myiobius_sulphureipygius,no,1
Myiobius_villosus,no,1
Myiodynastes_bairdii,no,1
Myiodynastes_chrysocephalus,no,1
Myiodynastes_hemichrysus,no,1
Myiodynastes_luteiventris,no,1
Myiodynastes_maculatus,no,1
Myiopagis_caniceps,no,1
Myiopagis_cotta,yes,1
Myiopagis_flavivertex,no,1
Myiopagis_gaimardii,no,1
Myiopagis_olallai,no,1
Myiopagis_subplacens,no,1
Myiopagis_viridicata,no,1
Myiophobus_cryptoxanthus,no,1
Myiophobus_fasciatus,no,1
Myiophobus_flavicans,no,1
Myiophobus_inornatus,no,1
Myiophobus_lintoni,no,1
Myiophobus_ochraceiventris,no,1
Myiophobus_phoenicomitra,no,1
Myiophobus_pulcher,no,1
Myiophobus_roraimae,no,1
Myiornis_albiventris,no,1
Myiornis_atricapillus,no,1
Myiornis_auricularis,no,1
Myiornis_ecaudatus,no,1
Myiotheretes_fumigatus,no,1
Myiotheretes_fuscorufus,no,1
Myiotheretes_pernix,no,1
Myiotheretes_striaticollis,no,1
Myiotriccus_ornatus,no,1
Myiozetetes_cayanensis,no,1
Myiozetetes_granadensis,no,1
Myiozetetes_luteiventris,no,1
Myiozetetes_similis,no,1
Neopipo_cinnamomea,no,1
Neoxolmis_rufiventris,no,1
Nesotriccus_ridgwayi,yes,1
Ochthoeca_cinnamomeiventris,no,1
Ochthoeca_diadema,no,1
Ochthoeca_frontalis,no,1
Ochthoeca_fumicolor,no,1
Ochthoeca_jelskii,no,1
Ochthoeca_leucophrys,no,1
Ochthoeca_nigrita,no,1
Ochthoeca_oenanthoides,no,1
Ochthoeca_piurae,no,1
Ochthoeca_pulchella,no,1
Ochthoeca_rufipectoralis,no,1
Ochthoeca_thoracica,no,1
Ochthornis_littoralis,no,1
Oncostoma_cinereigulare,no,1
Oncostoma_olivaceum,no,1
Onychorhynchus_coronatus,no,1
Onychorhynchus_mexicanus,no,1
Onychorhynchus_occidentalis,no,1
Onychorhynchus_swainsoni,no,1
Ornithion_brunneicapillus,no,1
Ornithion_inerme,no,1
Ornithion_semiflavum,no,1
Phaeomyias_murina,no,1
Phaeomyias_tumbezana,no,1
Phelpsia_inornatus,no,1
Phyllomyias_burmeisteri,no,1
Phyllomyias_cinereiceps,no,1
Phyllomyias_fasciatus,no,1
Phyllomyias_griseiceps,no,1
Phyllomyias_griseocapilla,no,1
Phyllomyias_nigrocapillus,no,1
Phyllomyias_plumbeiceps,no,1
Phyllomyias_reiseri,no,1
Phyllomyias_sclateri,no,1
Phyllomyias_urichi,no,1
Phyllomyias_uropygialis,no,1
Phyllomyias_virescens,no,1
Phyllomyias_weedeni,no,1
Phyllomyias_zeledoni,no,1
Phylloscartes_beckeri,no,1
Phylloscartes_ceciliae,no,1
Phylloscartes_chapmani,no,1
Phylloscartes_difficilis,no,1
Phylloscartes_eximius,no,1
Phylloscartes_flaviventris,no,1
Phylloscartes_flavovirens,no,1
Phylloscartes_gualaquizae,no,1
Phylloscartes_kronei,no,1
Phylloscartes_lanyoni,no,1
Phylloscartes_nigrifrons,no,1
Phylloscartes_ophthalmicus,no,1
Phylloscartes_orbitalis,no,1
Phylloscartes_oustaleti,no,1
Phylloscartes_parkeri,no,1
Phylloscartes_paulista,no,1
Phylloscartes_poecilotis,no,1
Phylloscartes_roquettei,no,1
Phylloscartes_superciliaris,no,1
Phylloscartes_sylviolus,no,1
Phylloscartes_venezuelanus,no,1
Phylloscartes_ventralis,no,1
Phylloscartes_virescens,no,1
Pitangus_lictor,no,1
Pitangus_sulphuratus,no,1
Platyrinchus_cancrominus,no,1
Platyrinchus_coronatus,no,1
Platyrinchus_flavigularis,no,1
Platyrinchus_leucoryphus,no,1
Platyrinchus_mystaceus,no,1
Platyrinchus_platyrhynchos,no,1
Platyrinchus_saturatus,no,1
Poecilotriccus_albifacies,no,1
Poecilotriccus_calopterus,no,1
Poecilotriccus_capitalis,no,1
Poecilotriccus_fumifrons,no,1
Poecilotriccus_latirostris,no,1
Poecilotriccus_luluae,no,1
Poecilotriccus_plumbeiceps,no,1
Poecilotriccus_pulchellus,no,1
Poecilotriccus_ruficeps,no,1
Poecilotriccus_russatus,no,1
Poecilotriccus_senex,no,1
Poecilotriccus_sylvia,no,1
Polioxolmis_rufipennis,no,1
Polystictus_pectoralis,no,1
Polystictus_superciliaris,no,1
Pseudelaenia_leucospodia,no,1
Pseudocolopteryx_acutipennis,no,1
Pseudocolopteryx_dinelliana,no,1
Pseudocolopteryx_flaviventris,no,1
Pseudocolopteryx_sclateri,no,1
Pseudotriccus_pelzelni,no,1
Pseudotriccus_ruficeps,no,1
Pseudotriccus_simplex,no,1
Pyrocephalus_rubinus,no,1
Pyrrhomyias_cinnamomeus,no,1
Ramphotrigon_fuscicauda,no,1
Ramphotrigon_megacephalum,no,1
Ramphotrigon_ruficauda,no,1
Rhynchocyclus_brevirostris,no,1
Rhynchocyclus_fulvipectus,no,1
Rhynchocyclus_olivaceus,no,1
Rhynchocyclus_pacificus,no,1
Rhytipterna_holerythra,no,1
Rhytipterna_immunda,no,1
Rhytipterna_simplex,no,1
Satrapa_icterophrys,no,1
Sayornis_nigricans,no,1
Sayornis_phoebe,no,1
Sayornis_saya,no,1
Serpophaga_cinerea,no,1
Serpophaga_hypoleuca,no,1
Serpophaga_munda,no,1
Serpophaga_nigricans,no,1
Serpophaga_subcristata,no,1
Sirystes_albogriseus,no,1
Sirystes_sibilator,no,1
Stigmatura_budytoides,no,1
Stigmatura_napensis,no,1
Sublegatus_arenarum,no,1
Sublegatus_modestus,no,1
Sublegatus_obscurior,no,1
Suiriri_islerorum,no,1
Suiriri_suiriri,no,1
Tachuris_rubrigastra,no,1
Taeniotriccus_andrei,no,1
Terenotriccus_erythrurus,no,1
Todirostrum_chrysocrotaphum,no,1
Todirostrum_cinereum,no,1
Todirostrum_maculatum,no,1
Todirostrum_nigriceps,no,1
Todirostrum_pictum,no,1
Todirostrum_poliocephalum,no,1
Todirostrum_viridanum,no,1
Tolmomyias_assimilis,no,1
Tolmomyias_flaviventris,no,1
Tolmomyias_flavotectus,no,1
Tolmomyias_poliocephalus,no,1
Tolmomyias_sulphurescens,no,1
Tolmomyias_traylori,no,1
Tolmomyias_viridiceps,no,1
Tumbezia_salvini,no,1
Tyrannopsis_sulphurea,no,1
Tyrannulus_elatus,no,1
Tyrannus_albogularis,no,1
Tyrannus_caudifasciatus,yes,1
Tyrannus_couchii,no,1
Tyrannus_crassirostris,no,1
Tyrannus_cubensis,yes,1
Tyrannus_dominicensis,no,1
Tyrannus_forficatus,no,1
Tyrannus_melancholicus,no,1
Tyrannus_niveigularis,no,1
Tyrannus_savana,no,1
Tyrannus_tyrannus,no,1
Tyrannus_verticalis,no,1
Tyrannus_vociferans,no,1
Xenotriccus_callizonus,no,1
Xenotriccus_mexicanus,no,1
Xolmis_cinereus,no,1
Xolmis_coronatus,no,1
Xolmis_dominicanus,no,1
Xolmis_irupero,no,1
Xolmis_pyrope,no,1
Xolmis_rubetra,no,1
Xolmis_salinarum,no,1
Xolmis_velatus,no,1
Zimmerius_acer,no,1
Zimmerius_albigularis,no,1
Zimmerius_bolivianus,no,1
Zimmerius_chrysops,no,1
Zimmerius_cinereicapilla,no,1
Zimmerius_flavidifrons,no,1
Zimmerius_gracilipes,no,1
Zimmerius_improbus,no,1
Zimmerius_vilissimus,no,1
Zimmerius_villarejoi,no,1
Zimmerius_viridiflavus,no,1
Urocynchramus_pylzowi,no,1
Artamella_viridis,yes,1
Calicalicus_madagascariensis,yes,1
Calicalicus_rufocarpalis,yes,1
Cyanolanius_madagascarinus,yes,1
Euryceros_prevostii,yes,1
Falculea_palliata,yes,1
Hypositta_corallirostris,yes,1
Hypositta_perdita,yes,1
Leptopterus_chabert,yes,1
Mystacornis_crossleyi,yes,1
Newtonia_amphichroa,yes,1
Newtonia_archboldi,yes,1
Newtonia_brunneicauda,yes,1
Newtonia_fanovanae,yes,1
Oriolia_bernieri,yes,1
Pseudobias_wardi,yes,1
Schetba_rufa,yes,1
Tylas_eduardi,yes,1
Vanga_curvirostris,yes,1
Xenopirostris_damii,yes,1
Xenopirostris_polleni,yes,1
Xenopirostris_xenopirostris,yes,1
Anomalospiza_imberbis,no,1
Vidua_camerunensis,no,1
Vidua_chalybeata,no,1
Vidua_codringtoni,no,1
Vidua_fischeri,no,1
Vidua_funerea,no,1
Vidua_hypocherina,no,1
Vidua_interjecta,no,1
Vidua_larvaticola,no,1
Vidua_macroura,no,1
Vidua_maryae,no,1
Vidua_nigeriae,no,1
Vidua_obtusa,no,1
Vidua_orientalis,no,1
Vidua_paradisaea,no,1
Vidua_purpurascens,no,1
Vidua_raricola,no,1
Vidua_regia,no,1
Vidua_togoensis,no,1
Vidua_wilsoni,no,1
Cyclarhis_gujanensis,no,1
Cyclarhis_nigrirostris,no,1
Hylophilus_amaurocephalus,no,1
Hylophilus_aurantiifrons,no,1
Hylophilus_brunneiceps,no,1
Hylophilus_decurtatus,no,1
Hylophilus_flavipes,no,1
Hylophilus_hypoxanthus,no,1
Hylophilus_muscicapinus,no,1
Hylophilus_ochraceiceps,no,1
Hylophilus_olivaceus,no,1
Hylophilus_pectoralis,no,1
Hylophilus_poicilotis,no,1
Hylophilus_sclateri,no,1
Hylophilus_semibrunneus,no,1
Hylophilus_semicinereus,no,1
Hylophilus_thoracicus,no,1
Vireo_altiloquus,no,1
Vireo_atricapilla,no,1
Vireo_bairdi,yes,1
Vireo_bellii,no,1
Vireo_brevipennis,no,1
Vireo_caribaeus,yes,1
Vireo_carmioli,no,1
Vireo_cassinii,no,1
Vireo_crassirostris,yes,1
Vireo_flavifrons,no,1
Vireo_flavoviridis,no,1
Vireo_gilvus,no,1
Vireo_gracilirostris,yes,1
Vireo_griseus,no,1
Vireo_gundlachii,yes,1
Vireo_huttoni,no,1
Vireo_hypochryseus,no,1
Vireo_latimeri,yes,1
Vireo_leucophrys,no,1
Vireo_magister,no,1
Vireo_masteri,no,1
Vireo_modestus,yes,1
Vireo_nanus,yes,1
Vireo_nelsoni,no,1
Vireo_olivaceus,no,1
Vireo_osburni,yes,1
Vireo_pallens,no,1
Vireo_philadelphicus,no,1
Vireo_plumbeus,no,1
Vireo_solitarius,no,1
Vireo_vicinior,no,1
Vireolanius_eximius,no,1
Vireolanius_leucotis,no,1
Vireolanius_melitophrys,no,1
Vireolanius_pulchellus,no,1
Apalopteron_familiare,yes,1
Chlorocharis_emiliae,no,1
Cleptornis_marchei,yes,1
Heleia_crassirostris,yes,1
Heleia_muelleri,yes,1
Hypocryptadius_cinnamomeus,yes,1
Lophozosterops_dohertyi,yes,1
Lophozosterops_goodfellowi,yes,1
Lophozosterops_javanicus,no,1
Lophozosterops_pinaiae,yes,1
Lophozosterops_squamiceps,yes,1
Lophozosterops_superciliaris,yes,1
Madanga_ruficollis,yes,1
Megazosterops_palauensis,yes,1
Oculocincta_squamifrons,no,1
Rukia_longirostra,yes,1
Rukia_ruki,yes,1
Speirops_brunneus,no,1
Speirops_leucophoeus,yes,1
Speirops_lugubris,yes,1
Speirops_melanocephalus,no,1
Tephrozosterops_stalkeri,yes,1
Woodfordia_lacertosa,yes,1
Woodfordia_superciliosa,yes,1
Zosterops_abyssinicus,no,1
Zosterops_albogularis,yes,1
Zosterops_anomalus,yes,1
Zosterops_atricapilla,no,1
Zosterops_atriceps,yes,1
Zosterops_atrifrons,yes,1
Zosterops_borbonicus,yes,1
Zosterops_buruensis,yes,1
Zosterops_ceylonensis,no,1
Zosterops_chloris,no,1
Zosterops_chloronothus,yes,1
Zosterops_cinereus,yes,1
Zosterops_citrinella,no,1
Zosterops_consobrinorum,yes,1
Zosterops_conspicillatus,yes,1
Zosterops_erythropleurus,no,1
Zosterops_everetti,no,1
Zosterops_explorator,yes,1
Zosterops_ficedulinus,yes,1
Zosterops_finschii,yes,1
Zosterops_flavifrons,yes,1
Zosterops_flavus,no,1
Zosterops_fuscicapilla,no,1
Zosterops_gibbsi,yes,1
Zosterops_grayi,yes,1
Zosterops_griseotinctus,yes,1
Zosterops_griseovirescens,yes,1
Zosterops_hypolais,yes,1
Zosterops_hypoxanthus,yes,1
Zosterops_inornatus,yes,1
Zosterops_japonicus,no,1
Zosterops_kuehni,yes,1
Zosterops_kulambangrae,yes,1
Zosterops_lateralis,no,1
Zosterops_luteirostris,yes,1
Zosterops_luteus,no,1
Zosterops_maderaspatanus,yes,1
Zosterops_mayottensis,yes,1
Zosterops_meeki,yes,1
Zosterops_metcalfii,yes,1
Zosterops_meyeni,yes,1
Zosterops_minor,no,1
Zosterops_minutus,yes,1
Zosterops_modestus,yes,1
Zosterops_montanus,no,1
Zosterops_mouroniensis,yes,1
Zosterops_murphyi,yes,1
Zosterops_mysorensis,yes,1
Zosterops_natalis,yes,1
Zosterops_nehrkorni,yes,1
Zosterops_nigrorum,yes,1
Zosterops_novaeguineae,no,1
Zosterops_oleagineus,yes,1
Zosterops_olivaceus,yes,1
Zosterops_pallidus,no,1
Zosterops_palpebrosus,no,1
Zosterops_poliogastrus,no,1
Zosterops_rendovae,yes,1
Zosterops_rennellianus,yes,1
Zosterops_rotensis,yes,1
Zosterops_salvadorii,yes,1
Zosterops_samoensis,yes,1
Zosterops_sanctaecrucis,yes,1
Zosterops_semperi,yes,1
Zosterops_senegalensis,no,1
Zosterops_somadikartai,yes,1
Zosterops_splendidus,yes,1
Zosterops_stalkeri,yes,1
Zosterops_stresemanni,yes,1
Zosterops_tenuirostris,yes,1
Zosterops_uropygialis,yes,1
Zosterops_vaughani,yes,1
Zosterops_vellalavella,yes,1
Zosterops_wallacei,yes,1
Zosterops_xanthochroa,yes,1
Agamia_agami,no,1
Ardea_cinerea,no,1
Ardea_cocoi,no,1
Ardea_goliath,no,1
Ardea_herodias,no,1
Ardea_humbloti,yes,1
Ardea_insignis,no,1
Ardea_melanocephala,no,1
Ardea_pacifica,no,1
Ardea_picata,no,1
Ardea_purpurea,no,1
Ardea_sumatrana,no,1
Ardeola_bacchus,no,1
Ardeola_grayii,no,1
Ardeola_idae,no,1
Ardeola_ralloides,no,1
Ardeola_rufiventris,no,1
Ardeola_speciosa,no,1
Botaurus_lentiginosus,no,1
Botaurus_pinnatus,no,1
Botaurus_poiciloptilus,no,1
Botaurus_stellaris,no,1
Bubulcus_ibis,no,1
Butorides_striata,no,1
Butorides_virescens,no,1
Casmerodius_albus,no,1
Cochlearius_cochlearius,no,1
Egretta_ardesiaca,no,1
Egretta_caerulea,no,1
Egretta_eulophotes,no,1
Egretta_garzetta,no,1
Egretta_gularis,no,1
Egretta_novaehollandiae,no,1
Egretta_rufescens,no,1
Egretta_sacra,no,1
Egretta_thula,no,1
Egretta_tricolor,no,1
Egretta_vinaceigula,no,1
Gorsachius_goisagi,no,1
Gorsachius_leuconotus,no,1
Gorsachius_magnificus,no,1
Gorsachius_melanolophus,no,1
Ixobrychus_cinnamomeus,no,1
Ixobrychus_eurhythmus,no,1
Ixobrychus_exilis,no,1
Ixobrychus_flavicollis,no,1
Ixobrychus_involucris,no,1
Ixobrychus_minutus,no,1
Ixobrychus_sinensis,no,1
Ixobrychus_sturmii,no,1
Mesophoyx_intermedia,no,1
Nyctanassa_violacea,no,1
Nycticorax_caledonicus,no,1
Nycticorax_nycticorax,no,1
Pilherodius_pileatus,no,1
Syrigma_sibilatrix,no,1
Tigriornis_leucolopha,no,1
Tigrisoma_fasciatum,no,1
Tigrisoma_lineatum,no,1
Tigrisoma_mexicanum,no,1
Zebrilus_undulatus,no,1
Zonerodius_heliosylus,no,1
Balaeniceps_rex,no,1
Pelecanus_conspicillatus,no,1
Pelecanus_crispus,no,1
Pelecanus_erythrorhynchos,no,1
Pelecanus_occidentalis,no,1
Pelecanus_onocrotalus,no,1
Pelecanus_philippensis,no,1
Pelecanus_rufescens,no,1
Pelecanus_thagus,no,1
Scopus_umbretta,no,1
Bostrychia_bocagei,yes,1
Bostrychia_carunculata,no,1
Bostrychia_hagedash,no,1
Bostrychia_olivacea,no,1
Bostrychia_rara,no,1
Cercibis_oxycerca,no,1
Eudocimus_albus,no,1
Eudocimus_ruber,no,1
Geronticus_calvus,no,1
Geronticus_eremita,no,1
Lophotibis_cristata,yes,1
Mesembrinibis_cayennensis,no,1
Nipponia_nippon,no,1
Phimosus_infuscatus,no,1
Platalea_ajaja,no,1
Platalea_alba,no,1
Platalea_flavipes,no,1
Platalea_leucorodia,no,1
Platalea_minor,no,1
Platalea_regia,no,1
Plegadis_chihi,no,1
Plegadis_falcinellus,no,1
Plegadis_ridgwayi,no,1
Pseudibis_davisoni,no,1
Pseudibis_papillosa,no,1
Thaumatibis_gigantea,no,1
Theristicus_caerulescens,no,1
Theristicus_caudatus,no,1
Theristicus_melanopis,no,1
Threskiornis_aethiopicus,no,1
Threskiornis_bernieri,yes,1
Threskiornis_melanocephalus,no,1
Threskiornis_molucca,no,1
Threskiornis_spinicollis,no,1
Phaethon_aethereus,no,1
Phaethon_lepturus,no,1
Phaethon_rubricauda,no,1
Phoeniconaias_minor,no,1
Phoenicoparrus_andinus,no,1
Phoenicoparrus_jamesi,no,1
Phoenicopterus_chilensis,no,1
Phoenicopterus_roseus,no,1
Phoenicopterus_ruber,no,1
Bucco_capensis,no,1
Bucco_macrodactylus,no,1
Bucco_noanamae,no,1
Bucco_tamatia,no,1
Chelidoptera_tenebrosa,no,1
Hapaloptila_castanea,no,1
Hypnelus_ruficollis,no,1
Malacoptila_fulvogularis,no,1
Malacoptila_fusca,no,1
Malacoptila_mystacalis,no,1
Malacoptila_panamensis,no,1
Malacoptila_rufa,no,1
Malacoptila_semicincta,no,1
Malacoptila_striata,no,1
Micromonacha_lanceolata,no,1
Monasa_atra,no,1
Monasa_flavirostris,no,1
Monasa_morphoeus,no,1
Monasa_nigrifrons,no,1
Nonnula_amaurocephala,no,1
Nonnula_brunnea,no,1
Nonnula_frontalis,no,1
Nonnula_rubecula,no,1
Nonnula_ruficapilla,no,1
Nonnula_sclateri,no,1
Notharchus_hyperrhynchus,no,1
Notharchus_macrorhynchos,no,1
Notharchus_ordii,no,1
Notharchus_pectoralis,no,1
Notharchus_swainsoni,no,1
Notharchus_tectus,no,1
Nystalus_chacuru,no,1
Nystalus_maculatus,no,1
Nystalus_radiatus,no,1
Nystalus_striolatus,no,1
Brachygalba_albogularis,no,1
Brachygalba_goeringi,no,1
Brachygalba_lugubris,no,1
Brachygalba_salmoni,no,1
Galbalcyrhynchus_leucotis,no,1
Galbalcyrhynchus_purusianus,no,1
Galbula_albirostris,no,1
Galbula_chalcothorax,no,1
Galbula_cyanescens,no,1
Galbula_cyanicollis,no,1
Galbula_dea,no,1
Galbula_galbula,no,1
Galbula_leucogastra,no,1
Galbula_pastazae,no,1
Galbula_ruficauda,no,1
Galbula_tombacea,no,1
Jacamaralcyon_tridactyla,no,1
Jacamerops_aureus,no,1
Indicator_archipelagicus,no,1
Indicator_conirostris,no,1
Indicator_exilis,no,1
Indicator_indicator,no,1
Indicator_maculatus,no,1
Indicator_meliphilus,no,1
Indicator_minor,no,1
Indicator_pumilio,no,1
Indicator_variegatus,no,1
Indicator_willcocksi,no,1
Indicator_xanthonotus,no,1
Melichneutes_robustus,no,1
Melignomon_eisentrauti,no,1
Melignomon_zenkeri,no,1
Prodotiscus_insignis,no,1
Prodotiscus_regulus,no,1
Prodotiscus_zambesiae,no,1
Blythipicus_pyrrhotis,no,1
Blythipicus_rubiginosus,no,1
Campephilus_gayaquilensis,no,1
Campephilus_guatemalensis,no,1
Campephilus_haematogaster,no,1
Campephilus_imperialis,no,1
Campephilus_leucopogon,no,1
Campephilus_magellanicus,no,1
Campephilus_melanoleucos,no,1
Campephilus_pollens,no,1
Campephilus_principalis,no,1
Campephilus_robustus,no,1
Campephilus_rubricollis,no,1
Campethera_abingoni,no,1
Campethera_bennettii,no,1
Campethera_cailliautii,no,1
Campethera_caroli,no,1
Campethera_maculosa,no,1
Campethera_mombassica,no,1
Campethera_nivosa,no,1
Campethera_notata,no,1
Campethera_nubica,no,1
Campethera_punctuligera,no,1
Campethera_scriptoricauda,no,1
Campethera_tullbergi,no,1
Celeus_brachyurus,no,1
Celeus_castaneus,no,1
Celeus_elegans,no,1
Celeus_flavescens,no,1
Celeus_flavus,no,1
Celeus_grammicus,no,1
Celeus_loricatus,no,1
Celeus_lugubris,no,1
Celeus_obrieni,no,1
Celeus_spectabilis,no,1
Celeus_torquatus,no,1
Celeus_undatus,no,1
Chrysocolaptes_festivus,no,1
Chrysocolaptes_lucidus,no,1
Colaptes_atricollis,no,1
Colaptes_auratus,no,1
Colaptes_auricularis,no,1
Colaptes_campestris,no,1
Colaptes_chrysoides,no,1
Colaptes_fernandinae,yes,1
Colaptes_melanochloros,no,1
Colaptes_pitius,no,1
Colaptes_punctigula,no,1
Colaptes_rivolii,no,1
Colaptes_rubiginosus,no,1
Colaptes_rupicola,no,1
Dendrocopos_assimilis,no,1
Dendrocopos_atratus,no,1
Dendrocopos_auriceps,no,1
Dendrocopos_canicapillus,no,1
Dendrocopos_cathpharius,no,1
Dendrocopos_darjellensis,no,1
Dendrocopos_dorae,no,1
Dendrocopos_himalayensis,no,1
Dendrocopos_hyperythrus,no,1
Dendrocopos_kizuki,no,1
Dendrocopos_leucopterus,no,1
Dendrocopos_leucotos,no,1
Dendrocopos_macei,no,1
Dendrocopos_maculatus,yes,1
Dendrocopos_mahrattensis,no,1
Dendrocopos_major,no,1
Dendrocopos_medius,no,1
Dendrocopos_minor,no,1
Dendrocopos_moluccensis,no,1
Dendrocopos_nanus,no,1
Dendrocopos_noguchii,yes,1
Dendrocopos_obsoletus,no,1
Dendrocopos_ramsayi,no,1
Dendrocopos_syriacus,no,1
Dendrocopos_temminckii,yes,1
Dendropicos_abyssinicus,no,1
Dendropicos_elachus,no,1
Dendropicos_fuscescens,no,1
Dendropicos_gabonensis,no,1
Dendropicos_lugubris,no,1
Dendropicos_poecilolaemus,no,1
Dendropicos_spodocephalus,no,1
Dendropicos_stierlingi,no,1
Dinopium_benghalense,no,1
Dinopium_javanense,no,1
Dinopium_rafflesii,no,1
Dinopium_shorii,no,1
Dryocopus_galeatus,no,1
Dryocopus_hodgei,yes,1
Dryocopus_javensis,no,1
Dryocopus_lineatus,no,1
Dryocopus_martius,no,1
Dryocopus_pileatus,no,1
Dryocopus_schulzi,no,1
Gecinulus_grantia,no,1
Gecinulus_viridis,no,1
Geocolaptes_olivaceus,no,1
Hemicircus_canente,no,1
Hemicircus_concretus,no,1
Jynx_ruficollis,no,1
Jynx_torquilla,no,1
Meiglyptes_jugularis,no,1
Meiglyptes_tristis,no,1
Meiglyptes_tukki,no,1
Melanerpes_aurifrons,no,1
Melanerpes_cactorum,no,1
Melanerpes_candidus,no,1
Melanerpes_carolinus,no,1
Melanerpes_chrysauchen,no,1
Melanerpes_chrysogenys,no,1
Melanerpes_cruentatus,no,1
Melanerpes_erythrocephalus,no,1
Melanerpes_flavifrons,no,1
Melanerpes_formicivorus,no,1
Melanerpes_herminieri,yes,1
