Species3,Family3,Order3,Avibase_id,Inferred,MainDiet,MainNiche,Pa,Pt,Ne,Se,Fr,In,Ap,Vt,Ca,PAG,PAS,PAD,PEL,PGR,NAE,NGL,SEL,SGR,FAE,FGL,FGR,IAE,ISA,ISS,ISG,IVS,IGE,IGG,APA,APL,APP,APG,APS,APD,VAE,VAS,VPE,VGE,VGG,CAQ,CGR
Pycnonotus xantholaemus,Pycnonotidae,Passeriformes,AVIBASE-12D2FAB5,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,8,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pycnonotus xanthopygos,Pycnonotidae,Passeriformes,AVIBASE-24B66475,0,Fr,FGL,0,0,10,10,60,20,0,0,0,0,0,0,0,0,0,10,10,0,0,60,0,0,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Pycnonotus xanthorrhous,Pycnonotidae,Passeriformes,AVIBASE-0604A8C5,0,Fr,FGL,0,0,0,20,60,20,0,0,0,0,0,0,0,0,0,0,20,0,0,60,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pycnonotus zeylanicus,Pycnonotidae,Passeriformes,AVIBASE-6116C5B3,0,Fr,FGL,0,0,0,20,60,20,0,0,0,0,0,0,0,0,0,0,10,10,0,60,0,0,2,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyrrhurus scandens,Pycnonotidae,Passeriformes,AVIBASE-E781F61C,0,In,Generalist,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,6,0,0,0,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Setornis criniger,Pycnonotidae,Passeriformes,AVIBASE-56478ACE,0,Fr,FGL,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spizixos canifrons,Pycnonotidae,Passeriformes,AVIBASE-10F913B3,0,Omnivore,Generalist,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spizixos semitorques,Pycnonotidae,Passeriformes,AVIBASE-40F3B30B,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thescelocichla leucopleura,Pycnonotidae,Passeriformes,AVIBASE-EBE56736,0,Fr,FGL,0,0,0,20,60,20,0,0,0,0,0,0,0,0,0,0,20,0,0,60,0,0,0,2,0,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tricholestes criniger,Pycnonotidae,Passeriformes,AVIBASE-260C7E77,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulus calendula,Reguliidae,Passeriformes,AVIBASE-B60B1166,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulus goodfellowi,Reguliidae,Passeriformes,AVIBASE-367F4CFC,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulus ignicapilla,Reguliidae,Passeriformes,AVIBASE-85B03849,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulus madeirensis,Reguliidae,Passeriformes,AVIBASE-C92557B8,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulus regulus,Reguliidae,Passeriformes,AVIBASE-1C51C109,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulus satrapa,Reguliidae,Passeriformes,AVIBASE-154BCCAE,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthoscopus caroli,Remizidae,Passeriformes,AVIBASE-F40D02B2,0,In,Generalist,0,10,10,0,20,60,0,0,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthoscopus flavifrons,Remizidae,Passeriformes,AVIBASE-515353F2,0,In,IGE,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthoscopus minutus,Remizidae,Passeriformes,AVIBASE-E6239363,0,In,Generalist,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthoscopus musculus,Remizidae,Passeriformes,AVIBASE-6F967270,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthoscopus parvulus,Remizidae,Passeriformes,AVIBASE-1ED6D9B4,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthoscopus punctifrons,Remizidae,Passeriformes,AVIBASE-5A636137,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auriparus flaviceps,Remizidae,Passeriformes,AVIBASE-A5EFA84D,0,In,IGE,0,0,10,10,10,70,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cephalopyrus flammiceps,Remizidae,Passeriformes,AVIBASE-501296F9,0,In,Generalist,0,20,20,0,0,60,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholidornis rushiae,Remizidae,Passeriformes,AVIBASE-798648B9,0,In,IGE,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remiz consobrinus,Remizidae,Passeriformes,AVIBASE-6D6870E3,0,In,IGE,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remiz coronatus,Remizidae,Passeriformes,AVIBASE-454B9078,0,In,IGE,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remiz macronyx,Remizidae,Passeriformes,AVIBASE-ABDD6D56,0,In,IGE,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remiz pendulinus,Remizidae,Passeriformes,AVIBASE-ABDD6D56,0,In,IGE,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhabdornis grandis,Rhabdornithidae,Passeriformes,AVIBASE-7B63B7D9,0,Omnivore,Generalist,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhabdornis inornatus,Rhabdornithidae,Passeriformes,AVIBASE-1FE5D5C8,0,Omnivore,Generalist,0,0,0,20,30,40,0,10,0,0,0,0,0,0,0,0,20,0,12,18,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Rhabdornis mystacalis,Rhabdornithidae,Passeriformes,AVIBASE-2D92A49B,0,Omnivore,Generalist,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acropternis orthonyx,Rhinocryptidae,Passeriformes,AVIBASE-6B6D07C9,0,In,IGE,0,20,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleoscytalopus indigoticus,Rhinocryptidae,Passeriformes,AVIBASE-C1D36A4D,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleoscytalopus psychopompus,Rhinocryptidae,Passeriformes,AVIBASE-47F6D5B9,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugralla paradoxa,Rhinocryptidae,Passeriformes,AVIBASE-28287AC7,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Liosceles thoracicus,Rhinocryptidae,Passeriformes,AVIBASE-C09A5A72,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanopareia elegans,Rhinocryptidae,Passeriformes,AVIBASE-42E4A8D9,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanopareia maranonica,Rhinocryptidae,Passeriformes,AVIBASE-47E71FE1,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanopareia maximiliani,Rhinocryptidae,Passeriformes,AVIBASE-B75A42C7,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanopareia torquata,Rhinocryptidae,Passeriformes,AVIBASE-CA4D206B,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Merulaxis ater,Rhinocryptidae,Passeriformes,AVIBASE-0F9BA2F8,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Merulaxis stresemanni,Rhinocryptidae,Passeriformes,AVIBASE-23A8692E,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Myornis senilis,Rhinocryptidae,Passeriformes,AVIBASE-EFE9D5AA,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilorhamphus guttatus,Rhinocryptidae,Passeriformes,AVIBASE-24664381,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Pteroptochos castaneus,Rhinocryptidae,Passeriformes,AVIBASE-A52EC941,0,In,Generalist,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0
Pteroptochos megapodius,Rhinocryptidae,Passeriformes,AVIBASE-8DA1575F,0,In,IGG,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Pteroptochos tarnii,Rhinocryptidae,Passeriformes,AVIBASE-FDE3FE01,0,In,IGG,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhinocrypta lanceolata,Rhinocryptidae,Passeriformes,AVIBASE-415E16C9,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Scelorchilus albicollis,Rhinocryptidae,Passeriformes,AVIBASE-4B0B1BC4,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Scelorchilus rubecula,Rhinocryptidae,Passeriformes,AVIBASE-23178B5E,0,In,IGG,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus acutirostris,Rhinocryptidae,Passeriformes,AVIBASE-D682226D,1,In,IGG,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus affinis,Rhinocryptidae,Passeriformes,AVIBASE-FF55AC93,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus altirostris,Rhinocryptidae,Passeriformes,AVIBASE-385AAEDC,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus argentifrons,Rhinocryptidae,Passeriformes,AVIBASE-BFDA7B0D,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus atratus,Rhinocryptidae,Passeriformes,AVIBASE-7CD6AF48,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus bolivianus,Rhinocryptidae,Passeriformes,AVIBASE-0475179F,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus canus,Rhinocryptidae,Passeriformes,AVIBASE-71CF5120,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus caracae,Rhinocryptidae,Passeriformes,AVIBASE-1B7E55DC,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus chocoensis,Rhinocryptidae,Passeriformes,AVIBASE-7011CE6F,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus femoralis,Rhinocryptidae,Passeriformes,AVIBASE-FAEB87F2,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus fuscus,Rhinocryptidae,Passeriformes,AVIBASE-03E291EF,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus griseicollis,Rhinocryptidae,Passeriformes,AVIBASE-34FF09E8,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus iraiensis,Rhinocryptidae,Passeriformes,AVIBASE-CC049017,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus latebricola,Rhinocryptidae,Passeriformes,AVIBASE-04128FC4,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus latrans,Rhinocryptidae,Passeriformes,AVIBASE-CBEAD646,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus macropus,Rhinocryptidae,Passeriformes,AVIBASE-23300330,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus magellanicus,Rhinocryptidae,Passeriformes,AVIBASE-3B642DBA,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus meridanus,Rhinocryptidae,Passeriformes,AVIBASE-CAA64CEB,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus micropterus,Rhinocryptidae,Passeriformes,AVIBASE-5C045427,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus novacapitalis,Rhinocryptidae,Passeriformes,AVIBASE-31C66B1A,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus pachecoi,Rhinocryptidae,Passeriformes,AVIBASE-977B33F3,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus panamensis,Rhinocryptidae,Passeriformes,AVIBASE-DC8FE9A9,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus parkeri,Rhinocryptidae,Passeriformes,AVIBASE-0F024845,0,In,Generalist,0,10,0,0,0,90,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,36,54,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus parvirostris,Rhinocryptidae,Passeriformes,AVIBASE-461C14CE,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus robbinsi,Rhinocryptidae,Passeriformes,AVIBASE-01280CF8,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus rodriguezi,Rhinocryptidae,Passeriformes,AVIBASE-44F1FA5E,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus sanctaemartae,Rhinocryptidae,Passeriformes,AVIBASE-86FEE4EB,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus schulenbergi,Rhinocryptidae,Passeriformes,AVIBASE-F5C3CDC0,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus simonsi,Rhinocryptidae,Passeriformes,AVIBASE-7401CD82,0,In,IGG,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus speluncae,Rhinocryptidae,Passeriformes,AVIBASE-D72E1392,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus spillmanni,Rhinocryptidae,Passeriformes,AVIBASE-20768B0C,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus stilesi,Rhinocryptidae,Passeriformes,AVIBASE-477071F7,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus superciliaris,Rhinocryptidae,Passeriformes,AVIBASE-5D26DC42,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus unicolor,Rhinocryptidae,Passeriformes,AVIBASE-F38472F6,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus urubambae,Rhinocryptidae,Passeriformes,AVIBASE-4C306ABA,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus vicinior,Rhinocryptidae,Passeriformes,AVIBASE-8F3F25DF,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytalopus zimmeri,Rhinocryptidae,Passeriformes,AVIBASE-24F39183,0,In,Generalist,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Teledromas fuscus,Rhinocryptidae,Passeriformes,AVIBASE-E9FF299F,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelidorhynx hypoxantha,Rhipiduridae,Passeriformes,AVIBASE-CF0C0E5D,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura albicollis,Rhipiduridae,Passeriformes,AVIBASE-F2074D00,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura albolimbata,Rhipiduridae,Passeriformes,AVIBASE-56F40883,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura atra,Rhipiduridae,Passeriformes,AVIBASE-4A8F6276,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura aureola,Rhipiduridae,Passeriformes,AVIBASE-DB7261E9,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura brachyrhyncha,Rhipiduridae,Passeriformes,AVIBASE-24B205AA,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura cockerelli,Rhipiduridae,Passeriformes,AVIBASE-F1A01F97,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura cyaniceps,Rhipiduridae,Passeriformes,AVIBASE-F893CBF6,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura dahli,Rhipiduridae,Passeriformes,AVIBASE-0FC06F18,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura dedemi,Rhipiduridae,Passeriformes,AVIBASE-AC392612,1,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura diluta,Rhipiduridae,Passeriformes,AVIBASE-B81C0B31,1,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura drownei,Rhipiduridae,Passeriformes,AVIBASE-042AEBF1,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura euryura,Rhipiduridae,Passeriformes,AVIBASE-E191588D,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura fuliginosa,Rhipiduridae,Passeriformes,AVIBASE-A98285EB,0,In,ISA,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,63,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhipidura fuscorufa,Rhipiduridae,Passeriformes,AVIBASE-C38375A3,0,In,ISA,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
